t, ref_R, ref_th, Rv, thv
0.081050, 0.000000, 0.000000, 0.000052, -0.000026
0.081050, 0.000000, 0.000000, 0.000052, -0.000026
0.081100, 0.000000, 0.000000, 0.000052, -0.000026
0.081100, 0.000000, 0.000000, 0.000051, -0.000026
0.081150, 0.000000, 0.000000, 0.000051, -0.000026
0.081150, 0.000000, 0.000000, 0.000051, -0.000026
0.081200, 0.000000, 0.000000, 0.000051, -0.000026
0.081200, 0.000000, 0.000000, 0.000051, -0.000026
0.081250, 0.000000, 0.000000, 0.000051, -0.000026
0.081250, 0.000000, 0.000000, 0.000051, -0.000026
0.081300, 0.000000, 0.000000, 0.000051, -0.000026
0.081300, 0.000000, 0.000000, 0.000051, -0.000025
0.081350, 0.000000, 0.000000, 0.000051, -0.000025
0.081350, 0.000000, 0.000000, 0.000051, -0.000025
0.081400, 0.000000, 0.000000, 0.000051, -0.000025
0.081400, 0.000000, 0.000000, 0.000051, -0.000025
0.081450, 0.000000, 0.000000, 0.000051, -0.000025
0.081450, 0.000000, 0.000000, 0.000051, -0.000025
0.081500, 0.000000, 0.000000, 0.000051, -0.000025
0.081500, 0.000000, 0.000000, 0.000051, -0.000025
0.081550, 0.000000, 0.000000, 0.000051, -0.000025
0.081550, 0.000000, 0.000000, 0.000051, -0.000025
0.081600, 0.000000, 0.000000, 0.000051, -0.000025
0.081600, 0.000000, 0.000000, 0.000051, -0.000025
0.081650, 0.000000, 0.000000, 0.000051, -0.000025
0.081650, 0.000000, 0.000000, 0.000051, -0.000025
0.081700, 0.000000, 0.000000, 0.000051, -0.000025
0.081700, 0.000000, 0.000000, 0.000051, -0.000025
0.081750, 0.000000, 0.000000, 0.000051, -0.000025
0.081750, 0.000000, 0.000000, 0.000051, -0.000025
0.081800, 0.000000, 0.000000, 0.000051, -0.000025
0.081800, 0.000000, 0.000000, 0.000051, -0.000025
0.081850, 0.000000, 0.000000, 0.000051, -0.000025
0.081850, 0.000000, 0.000000, 0.000051, -0.000025
0.081900, 0.000000, 0.000000, 0.000051, -0.000025
0.081900, 0.000000, 0.000000, 0.000051, -0.000025
0.081950, 0.000000, 0.000000, 0.000051, -0.000025
0.081950, 0.000000, 0.000000, 0.000051, -0.000025
0.082000, 0.000000, 0.000000, 0.000051, -0.000025
0.082000, 0.000000, 0.000000, 0.000051, -0.000025
0.082050, 0.000000, 0.000000, 0.000051, -0.000025
0.082050, 0.000000, 0.000000, 0.000051, -0.000025
0.082100, 0.000000, 0.000000, 0.000051, -0.000025
0.082100, 0.000000, 0.000000, 0.000051, -0.000025
0.082150, 0.000000, 0.000000, 0.000051, -0.000025
0.082150, 0.000000, 0.000000, 0.000051, -0.000025
0.082200, 0.000000, 0.000000, 0.000051, -0.000025
0.082200, 0.000000, 0.000000, 0.000051, -0.000025
0.082250, 0.000000, 0.000000, 0.000051, -0.000025
0.082250, 0.000000, 0.000000, 0.000051, -0.000025
0.082300, 0.000000, 0.000000, 0.000051, -0.000025
0.082300, 0.000000, 0.000000, 0.000051, -0.000025
0.082350, 0.000000, 0.000000, 0.000051, -0.000025
0.082350, 0.000000, 0.000000, 0.000051, -0.000025
0.082400, 0.000000, 0.000000, 0.000051, -0.000025
0.082400, 0.000000, 0.000000, 0.000051, -0.000025
0.082450, 0.000000, 0.000000, 0.000051, -0.000025
0.082450, 0.000000, 0.000000, 0.000051, -0.000025
0.082500, 0.000000, 0.000000, 0.000051, -0.000025
0.082500, 0.000000, 0.000000, 0.000051, -0.000025
0.082550, 0.000000, 0.000000, 0.000051, -0.000025
0.082550, 0.000000, 0.000000, 0.000051, -0.000025
0.082600, 0.000000, 0.000000, 0.000051, -0.000025
0.082600, 0.000000, 0.000000, 0.000051, -0.000025
0.082650, 0.000000, 0.000000, 0.000051, -0.000025
0.082650, 0.000000, 0.000000, 0.000051, -0.000025
0.082700, 0.000000, 0.000000, 0.000051, -0.000025
0.082700, 0.000000, 0.000000, 0.000051, -0.000025
0.082750, 0.000000, 0.000000, 0.000051, -0.000025
0.082750, 0.000000, 0.000000, 0.000051, -0.000025
0.082800, 0.000000, 0.000000, 0.000051, -0.000025
0.082800, 0.000000, 0.000000, 0.000051, -0.000025
0.082850, 0.000000, 0.000000, 0.000051, -0.000025
0.082850, 0.000000, 0.000000, 0.000051, -0.000025
0.082900, 0.000000, 0.000000, 0.000051, -0.000025
0.082900, 0.000000, 0.000000, 0.000051, -0.000025
0.082950, 0.000000, 0.000000, 0.000051, -0.000025
0.082950, 0.000000, 0.000000, 0.000051, -0.000025
0.083000, 0.000000, 0.000000, 0.000051, -0.000025
0.083000, 0.000000, 0.000000, 0.000051, -0.000024
0.083050, 0.000000, 0.000000, 0.000051, -0.000024
0.083050, 0.000000, 0.000000, 0.000051, -0.000024
0.083100, 0.000000, 0.000000, 0.000051, -0.000024
0.083100, 0.000000, 0.000000, 0.000051, -0.000024
0.083150, 0.000000, 0.000000, 0.000051, -0.000024
0.083150, 0.000000, 0.000000, 0.000051, -0.000024
0.083200, 0.000000, 0.000000, 0.000051, -0.000024
0.083200, 0.000000, 0.000000, 0.000051, -0.000024
0.083250, 0.000000, 0.000000, 0.000051, -0.000024
0.083250, 0.000000, 0.000000, 0.000051, -0.000024
0.083300, 0.000000, 0.000000, 0.000051, -0.000024
0.083300, 0.000000, 0.000000, 0.000051, -0.000024
0.083350, 0.000000, 0.000000, 0.000051, -0.000024
0.083350, 0.000000, 0.000000, 0.000051, -0.000024
0.083400, 0.000000, 0.000000, 0.000051, -0.000024
0.083400, 0.000000, 0.000000, 0.000051, -0.000024
0.083450, 0.000000, 0.000000, 0.000051, -0.000024
0.083450, 0.000000, 0.000000, 0.000051, -0.000024
0.083500, 0.000000, 0.000000, 0.000051, -0.000024
0.083500, 0.000000, 0.000000, 0.000050, -0.000024
0.083550, 0.000000, 0.000000, 0.000050, -0.000024
0.083550, 0.000000, 0.000000, 0.000050, -0.000024
0.083600, 0.000000, 0.000000, 0.000050, -0.000024
0.083600, 0.000000, 0.000000, 0.000050, -0.000024
0.083650, 0.000000, 0.000000, 0.000050, -0.000024
0.083650, 0.000000, 0.000000, 0.000050, -0.000024
0.083700, 0.000000, 0.000000, 0.000050, -0.000024
0.083700, 0.000000, 0.000000, 0.000050, -0.000024
0.083750, 0.000000, 0.000000, 0.000050, -0.000024
0.083750, 0.000000, 0.000000, 0.000050, -0.000024
0.083800, 0.000000, 0.000000, 0.000050, -0.000024
0.083800, 0.000000, 0.000000, 0.000050, -0.000024
0.083850, 0.000000, 0.000000, 0.000050, -0.000024
0.083850, 0.000000, 0.000000, 0.000050, -0.000024
0.083900, 0.000000, 0.000000, 0.000050, -0.000024
0.083900, 0.000000, 0.000000, 0.000050, -0.000024
0.083950, 0.000000, 0.000000, 0.000050, -0.000024
0.083950, 0.000000, 0.000000, 0.000050, -0.000024
0.084000, 0.000000, 0.000000, 0.000050, -0.000024
0.084000, 0.000000, 0.000000, 0.000050, -0.000024
0.084050, 0.000000, 0.000000, 0.000050, -0.000024
0.084050, 0.000000, 0.000000, 0.000050, -0.000024
0.084100, 0.000000, 0.000000, 0.000050, -0.000024
0.084100, 0.000000, 0.000000, 0.000050, -0.000024
0.084150, 0.000000, 0.000000, 0.000050, -0.000024
0.084150, 0.000000, 0.000000, 0.000050, -0.000024
0.084200, 0.000000, 0.000000, 0.000050, -0.000024
0.084200, 0.000000, 0.000000, 0.000050, -0.000024
0.084250, 0.000000, 0.000000, 0.000050, -0.000024
0.084250, 0.000000, 0.000000, 0.000050, -0.000024
0.084300, 0.000000, 0.000000, 0.000050, -0.000024
0.084300, 0.000000, 0.000000, 0.000050, -0.000024
0.084350, 0.000000, 0.000000, 0.000050, -0.000024
0.084350, 0.000000, 0.000000, 0.000050, -0.000024
0.084400, 0.000000, 0.000000, 0.000050, -0.000024
0.084400, 0.000000, 0.000000, 0.000050, -0.000024
0.084450, 0.000000, 0.000000, 0.000050, -0.000024
0.084450, 0.000000, 0.000000, 0.000050, -0.000024
0.084500, 0.000000, 0.000000, 0.000050, -0.000024
0.084500, 0.000000, 0.000000, 0.000050, -0.000024
0.084550, 0.000000, 0.000000, 0.000050, -0.000024
0.084550, 0.000000, 0.000000, 0.000050, -0.000024
0.084600, 0.000000, 0.000000, 0.000050, -0.000024
0.084600, 0.000000, 0.000000, 0.000050, -0.000024
0.084650, 0.000000, 0.000000, 0.000050, -0.000024
0.084650, 0.000000, 0.000000, 0.000050, -0.000024
0.084700, 0.000000, 0.000000, 0.000050, -0.000024
0.084700, 0.000000, 0.000000, 0.000050, -0.000023
0.084750, 0.000000, 0.000000, 0.000050, -0.000023
0.084750, 0.000000, 0.000000, 0.000050, -0.000023
0.084800, 0.000000, 0.000000, 0.000050, -0.000023
0.084800, 0.000000, 0.000000, 0.000050, -0.000023
0.084850, 0.000000, 0.000000, 0.000050, -0.000023
0.084850, 0.000000, 0.000000, 0.000050, -0.000023
0.084900, 0.000000, 0.000000, 0.000050, -0.000023
0.084900, 0.000000, 0.000000, 0.000050, -0.000023
0.084950, 0.000000, 0.000000, 0.000050, -0.000023
0.084950, 0.000000, 0.000000, 0.000050, -0.000023
0.085000, 0.000000, 0.000000, 0.000050, -0.000023
0.085000, 0.000000, 0.000000, 0.000050, -0.000023
0.085050, 0.000000, 0.000000, 0.000050, -0.000023
0.085050, 0.000000, 0.000000, 0.000050, -0.000023
0.085100, 0.000000, 0.000000, 0.000050, -0.000023
0.085100, 0.000000, 0.000000, 0.000050, -0.000023
0.085150, 0.000000, 0.000000, 0.000050, -0.000023
0.085150, 0.000000, 0.000000, 0.000050, -0.000023
0.085200, 0.000000, 0.000000, 0.000050, -0.000023
0.085200, 0.000000, 0.000000, 0.000050, -0.000023
0.085250, 0.000000, 0.000000, 0.000050, -0.000023
0.085250, 0.000000, 0.000000, 0.000050, -0.000023
0.085300, 0.000000, 0.000000, 0.000050, -0.000023
0.085300, 0.000000, 0.000000, 0.000050, -0.000023
0.085350, 0.000000, 0.000000, 0.000050, -0.000023
0.085350, 0.000000, 0.000000, 0.000050, -0.000023
0.085400, 0.000000, 0.000000, 0.000050, -0.000023
0.085400, 0.000000, 0.000000, 0.000050, -0.000023
0.085450, 0.000000, 0.000000, 0.000050, -0.000023
0.085450, 0.000000, 0.000000, 0.000050, -0.000023
0.085500, 0.000000, 0.000000, 0.000050, -0.000023
0.085500, 0.000000, 0.000000, 0.000050, -0.000023
0.085550, 0.000000, 0.000000, 0.000050, -0.000023
0.085550, 0.000000, 0.000000, 0.000050, -0.000023
0.085600, 0.000000, 0.000000, 0.000050, -0.000023
0.085600, 0.000000, 0.000000, 0.000050, -0.000023
0.085650, 0.000000, 0.000000, 0.000050, -0.000023
0.085650, 0.000000, 0.000000, 0.000050, -0.000023
0.085700, 0.000000, 0.000000, 0.000050, -0.000023
0.085700, 0.000000, 0.000000, 0.000050, -0.000023
0.085750, 0.000000, 0.000000, 0.000050, -0.000023
0.085750, 0.000000, 0.000000, 0.000050, -0.000023
0.085800, 0.000000, 0.000000, 0.000050, -0.000023
0.085800, 0.000000, 0.000000, 0.000050, -0.000023
0.085850, 0.000000, 0.000000, 0.000050, -0.000023
0.085850, 0.000000, 0.000000, 0.000050, -0.000023
0.085900, 0.000000, 0.000000, 0.000050, -0.000023
0.085900, 0.000000, 0.000000, 0.000049, -0.000023
0.085950, 0.000000, 0.000000, 0.000049, -0.000023
0.085950, 0.000000, 0.000000, 0.000049, -0.000023
0.086000, 0.000000, 0.000000, 0.000049, -0.000023
0.086000, 0.000000, 0.000000, 0.000049, -0.000023
0.086050, 0.000000, 0.000000, 0.000049, -0.000023
0.086050, 0.000000, 0.000000, 0.000049, -0.000023
0.086100, 0.000000, 0.000000, 0.000049, -0.000023
0.086100, 0.000000, 0.000000, 0.000049, -0.000023
0.086150, 0.000000, 0.000000, 0.000049, -0.000023
0.086150, 0.000000, 0.000000, 0.000049, -0.000023
0.086200, 0.000000, 0.000000, 0.000049, -0.000023
0.086200, 0.000000, 0.000000, 0.000049, -0.000023
0.086250, 0.000000, 0.000000, 0.000049, -0.000023
0.086250, 0.000000, 0.000000, 0.000049, -0.000023
0.086300, 0.000000, 0.000000, 0.000049, -0.000023
0.086300, 0.000000, 0.000000, 0.000049, -0.000023
0.086350, 0.000000, 0.000000, 0.000049, -0.000023
0.086350, 0.000000, 0.000000, 0.000049, -0.000023
0.086400, 0.000000, 0.000000, 0.000049, -0.000023
0.086400, 0.000000, 0.000000, 0.000049, -0.000022
0.086450, 0.000000, 0.000000, 0.000049, -0.000022
0.086450, 0.000000, 0.000000, 0.000049, -0.000022
0.086500, 0.000000, 0.000000, 0.000049, -0.000022
0.086500, 0.000000, 0.000000, 0.000049, -0.000022
0.086550, 0.000000, 0.000000, 0.000049, -0.000022
0.086550, 0.000000, 0.000000, 0.000049, -0.000022
0.086600, 0.000000, 0.000000, 0.000049, -0.000022
0.086600, 0.000000, 0.000000, 0.000049, -0.000022
0.086650, 0.000000, 0.000000, 0.000049, -0.000022
0.086650, 0.000000, 0.000000, 0.000049, -0.000022
0.086700, 0.000000, 0.000000, 0.000049, -0.000022
0.086700, 0.000000, 0.000000, 0.000049, -0.000022
0.086750, 0.000000, 0.000000, 0.000049, -0.000022
0.086750, 0.000000, 0.000000, 0.000049, -0.000022
0.086800, 0.000000, 0.000000, 0.000049, -0.000022
0.086800, 0.000000, 0.000000, 0.000049, -0.000022
0.086850, 0.000000, 0.000000, 0.000049, -0.000022
0.086850, 0.000000, 0.000000, 0.000049, -0.000022
0.086900, 0.000000, 0.000000, 0.000049, -0.000022
0.086900, 0.000000, 0.000000, 0.000049, -0.000022
0.086950, 0.000000, 0.000000, 0.000049, -0.000022
0.086950, 0.000000, 0.000000, 0.000049, -0.000022
0.087000, 0.000000, 0.000000, 0.000049, -0.000022
0.087000, 0.000000, 0.000000, 0.000049, -0.000022
0.087050, 0.000000, 0.000000, 0.000049, -0.000022
0.087050, 0.000000, 0.000000, 0.000049, -0.000022
0.087100, 0.000000, 0.000000, 0.000049, -0.000022
0.087100, 0.000000, 0.000000, 0.000049, -0.000022
0.087150, 0.000000, 0.000000, 0.000049, -0.000022
0.087150, 0.000000, 0.000000, 0.000049, -0.000022
0.087200, 0.000000, 0.000000, 0.000049, -0.000022
0.087200, 0.000000, 0.000000, 0.000049, -0.000022
0.087250, 0.000000, 0.000000, 0.000049, -0.000022
0.087250, 0.000000, 0.000000, 0.000049, -0.000022
0.087300, 0.000000, 0.000000, 0.000049, -0.000022
0.087300, 0.000000, 0.000000, 0.000049, -0.000022
0.087350, 0.000000, 0.000000, 0.000049, -0.000022
0.087350, 0.000000, 0.000000, 0.000049, -0.000022
0.087400, 0.000000, 0.000000, 0.000049, -0.000022
0.087400, 0.000000, 0.000000, 0.000049, -0.000022
0.087450, 0.000000, 0.000000, 0.000049, -0.000022
0.087450, 0.000000, 0.000000, 0.000049, -0.000022
0.087500, 0.000000, 0.000000, 0.000049, -0.000022
0.087500, 0.000000, 0.000000, 0.000049, -0.000022
0.087550, 0.000000, 0.000000, 0.000049, -0.000022
0.087550, 0.000000, 0.000000, 0.000049, -0.000022
0.087600, 0.000000, 0.000000, 0.000049, -0.000022
0.087600, 0.000000, 0.000000, 0.000049, -0.000022
0.087650, 0.000000, 0.000000, 0.000049, -0.000022
0.087650, 0.000000, 0.000000, 0.000049, -0.000022
0.087700, 0.000000, 0.000000, 0.000049, -0.000022
0.087700, 0.000000, 0.000000, 0.000049, -0.000022
0.087750, 0.000000, 0.000000, 0.000049, -0.000022
0.087750, 0.000000, 0.000000, 0.000049, -0.000022
0.087800, 0.000000, 0.000000, 0.000049, -0.000022
0.087800, 0.000000, 0.000000, 0.000049, -0.000022
0.087850, 0.000000, 0.000000, 0.000049, -0.000022
0.087850, 0.000000, 0.000000, 0.000049, -0.000022
0.087900, 0.000000, 0.000000, 0.000049, -0.000022
0.087900, 0.000000, 0.000000, 0.000049, -0.000022
0.087950, 0.000000, 0.000000, 0.000049, -0.000022
0.087950, 0.000000, 0.000000, 0.000049, -0.000022
0.088000, 0.000000, 0.000000, 0.000049, -0.000022
0.088000, 0.000000, 0.000000, 0.000049, -0.000022
0.088050, 0.000000, 0.000000, 0.000049, -0.000022
0.088050, 0.000000, 0.000000, 0.000049, -0.000022
0.088100, 0.000000, 0.000000, 0.000049, -0.000022
0.088100, 0.000000, 0.000000, 0.000049, -0.000022
0.088150, 0.000000, 0.000000, 0.000049, -0.000022
0.088150, 0.000000, 0.000000, 0.000049, -0.000022
0.088200, 0.000000, 0.000000, 0.000049, -0.000022
0.088200, 0.000000, 0.000000, 0.000049, -0.000022
0.088250, 0.000000, 0.000000, 0.000049, -0.000022
0.088250, 0.000000, 0.000000, 0.000049, -0.000022
0.088300, 0.000000, 0.000000, 0.000049, -0.000022
0.088300, 0.000000, 0.000000, 0.000048, -0.000021
0.088350, 0.000000, 0.000000, 0.000048, -0.000021
0.088350, 0.000000, 0.000000, 0.000048, -0.000021
0.088400, 0.000000, 0.000000, 0.000048, -0.000021
0.088400, 0.000000, 0.000000, 0.000048, -0.000021
0.088450, 0.000000, 0.000000, 0.000048, -0.000021
0.088450, 0.000000, 0.000000, 0.000048, -0.000021
0.088500, 0.000000, 0.000000, 0.000048, -0.000021
0.088500, 0.000000, 0.000000, 0.000048, -0.000021
0.088550, 0.000000, 0.000000, 0.000048, -0.000021
0.088550, 0.000000, 0.000000, 0.000048, -0.000021
0.088600, 0.000000, 0.000000, 0.000048, -0.000021
0.088600, 0.000000, 0.000000, 0.000048, -0.000021
0.088650, 0.000000, 0.000000, 0.000048, -0.000021
0.088650, 0.000000, 0.000000, 0.000048, -0.000021
0.088700, 0.000000, 0.000000, 0.000048, -0.000021
0.088700, 0.000000, 0.000000, 0.000048, -0.000021
0.088750, 0.000000, 0.000000, 0.000048, -0.000021
0.088750, 0.000000, 0.000000, 0.000048, -0.000021
0.088800, 0.000000, 0.000000, 0.000048, -0.000021
0.088800, 0.000000, 0.000000, 0.000048, -0.000021
0.088850, 0.000000, 0.000000, 0.000048, -0.000021
0.088850, 0.000000, 0.000000, 0.000048, -0.000021
0.088900, 0.000000, 0.000000, 0.000048, -0.000021
0.088900, 0.000000, 0.000000, 0.000048, -0.000021
0.088950, 0.000000, 0.000000, 0.000048, -0.000021
0.088950, 0.000000, 0.000000, 0.000048, -0.000021
0.089000, 0.000000, 0.000000, 0.000048, -0.000021
0.089000, 0.000000, 0.000000, 0.000048, -0.000021
0.089050, 0.000000, 0.000000, 0.000048, -0.000021
0.089050, 0.000000, 0.000000, 0.000048, -0.000021
0.089100, 0.000000, 0.000000, 0.000048, -0.000021
0.089100, 0.000000, 0.000000, 0.000048, -0.000021
0.089150, 0.000000, 0.000000, 0.000048, -0.000021
0.089150, 0.000000, 0.000000, 0.000048, -0.000021
0.089200, 0.000000, 0.000000, 0.000048, -0.000021
0.089200, 0.000000, 0.000000, 0.000048, -0.000021
0.089250, 0.000000, 0.000000, 0.000048, -0.000021
0.089250, 0.000000, 0.000000, 0.000048, -0.000021
0.089300, 0.000000, 0.000000, 0.000048, -0.000021
0.089300, 0.000000, 0.000000, 0.000048, -0.000021
0.089350, 0.000000, 0.000000, 0.000048, -0.000021
0.089350, 0.000000, 0.000000, 0.000048, -0.000021
0.089400, 0.000000, 0.000000, 0.000048, -0.000021
0.089400, 0.000000, 0.000000, 0.000048, -0.000021
0.089450, 0.000000, 0.000000, 0.000048, -0.000021
0.089450, 0.000000, 0.000000, 0.000048, -0.000021
0.089500, 0.000000, 0.000000, 0.000048, -0.000021
0.089500, 0.000000, 0.000000, 0.000048, -0.000021
0.089550, 0.000000, 0.000000, 0.000048, -0.000021
0.089550, 0.000000, 0.000000, 0.000048, -0.000021
0.089600, 0.000000, 0.000000, 0.000048, -0.000021
0.089600, 0.000000, 0.000000, 0.000048, -0.000021
0.089650, 0.000000, 0.000000, 0.000048, -0.000021
0.089650, 0.000000, 0.000000, 0.000048, -0.000021
0.089700, 0.000000, 0.000000, 0.000048, -0.000021
0.089700, 0.000000, 0.000000, 0.000048, -0.000021
0.089750, 0.000000, 0.000000, 0.000048, -0.000021
0.089750, 0.000000, 0.000000, 0.000048, -0.000021
0.089800, 0.000000, 0.000000, 0.000048, -0.000021
0.089800, 0.000000, 0.000000, 0.000048, -0.000021
0.089850, 0.000000, 0.000000, 0.000048, -0.000021
0.089850, 0.000000, 0.000000, 0.000048, -0.000021
0.089900, 0.000000, 0.000000, 0.000048, -0.000021
0.089900, 0.000000, 0.000000, 0.000048, -0.000021
0.089950, 0.000000, 0.000000, 0.000048, -0.000021
0.089950, 0.000000, 0.000000, 0.000048, -0.000021
0.090000, 0.000000, 0.000000, 0.000048, -0.000021
0.090000, 0.000000, 0.000000, 0.000048, -0.000021
0.090050, 0.000000, 0.000000, 0.000048, -0.000021
0.090050, 0.000000, 0.000000, 0.000048, -0.000021
0.090100, 0.000000, 0.000000, 0.000048, -0.000021
0.090100, 0.000000, 0.000000, 0.000048, -0.000020
0.090150, 0.000000, 0.000000, 0.000048, -0.000020
0.090150, 0.000000, 0.000000, 0.000048, -0.000020
0.090200, 0.000000, 0.000000, 0.000048, -0.000020
0.090200, 0.000000, 0.000000, 0.000048, -0.000020
0.090250, 0.000000, 0.000000, 0.000048, -0.000020
0.090250, 0.000000, 0.000000, 0.000048, -0.000020
0.090300, 0.000000, 0.000000, 0.000048, -0.000020
0.090300, 0.000000, 0.000000, 0.000048, -0.000020
0.090350, 0.000000, 0.000000, 0.000048, -0.000020
0.090350, 0.000000, 0.000000, 0.000048, -0.000020
0.090400, 0.000000, 0.000000, 0.000048, -0.000020
0.090400, 0.000000, 0.000000, 0.000048, -0.000020
0.090450, 0.000000, 0.000000, 0.000048, -0.000020
0.090450, 0.000000, 0.000000, 0.000048, -0.000020
0.090500, 0.000000, 0.000000, 0.000048, -0.000020
0.090500, 0.000000, 0.000000, 0.000048, -0.000020
0.090550, 0.000000, 0.000000, 0.000048, -0.000020
0.090550, 0.000000, 0.000000, 0.000048, -0.000020
0.090600, 0.000000, 0.000000, 0.000048, -0.000020
0.090600, 0.000000, 0.000000, 0.000048, -0.000020
0.090650, 0.000000, 0.000000, 0.000048, -0.000020
0.090650, 0.000000, 0.000000, 0.000048, -0.000020
0.090700, 0.000000, 0.000000, 0.000048, -0.000020
0.090700, 0.000000, 0.000000, 0.000048, -0.000020
0.090750, 0.000000, 0.000000, 0.000048, -0.000020
0.090750, 0.000000, 0.000000, 0.000048, -0.000020
0.090800, 0.000000, 0.000000, 0.000048, -0.000020
0.090800, 0.000000, 0.000000, 0.000047, -0.000020
0.090850, 0.000000, 0.000000, 0.000047, -0.000020
0.090850, 0.000000, 0.000000, 0.000047, -0.000020
0.090900, 0.000000, 0.000000, 0.000047, -0.000020
0.090900, 0.000000, 0.000000, 0.000047, -0.000020
0.090950, 0.000000, 0.000000, 0.000047, -0.000020
0.090950, 0.000000, 0.000000, 0.000047, -0.000020
0.091000, 0.000000, 0.000000, 0.000047, -0.000020
0.091000, 0.000000, 0.000000, 0.000047, -0.000020
0.091050, 0.000000, 0.000000, 0.000047, -0.000020
0.091050, 0.000000, 0.000000, 0.000047, -0.000020
0.091100, 0.000000, 0.000000, 0.000047, -0.000020
0.091100, 0.000000, 0.000000, 0.000047, -0.000020
0.091150, 0.000000, 0.000000, 0.000047, -0.000020
0.091150, 0.000000, 0.000000, 0.000047, -0.000020
0.091200, 0.000000, 0.000000, 0.000047, -0.000020
0.091200, 0.000000, 0.000000, 0.000047, -0.000020
0.091250, 0.000000, 0.000000, 0.000047, -0.000020
0.091250, 0.000000, 0.000000, 0.000047, -0.000020
0.091300, 0.000000, 0.000000, 0.000047, -0.000020
0.091300, 0.000000, 0.000000, 0.000047, -0.000020
0.091350, 0.000000, 0.000000, 0.000047, -0.000020
0.091350, 0.000000, 0.000000, 0.000047, -0.000020
0.091400, 0.000000, 0.000000, 0.000047, -0.000020
0.091400, 0.000000, 0.000000, 0.000047, -0.000020
0.091450, 0.000000, 0.000000, 0.000047, -0.000020
0.091450, 0.000000, 0.000000, 0.000047, -0.000020
0.091500, 0.000000, 0.000000, 0.000047, -0.000020
0.091500, 0.000000, 0.000000, 0.000047, -0.000020
0.091550, 0.000000, 0.000000, 0.000047, -0.000020
0.091550, 0.000000, 0.000000, 0.000047, -0.000020
0.091600, 0.000000, 0.000000, 0.000047, -0.000020
0.091600, 0.000000, 0.000000, 0.000047, -0.000020
0.091650, 0.000000, 0.000000, 0.000047, -0.000020
0.091650, 0.000000, 0.000000, 0.000047, -0.000020
0.091700, 0.000000, 0.000000, 0.000047, -0.000020
0.091700, 0.000000, 0.000000, 0.000047, -0.000020
0.091750, 0.000000, 0.000000, 0.000047, -0.000020
0.091750, 0.000000, 0.000000, 0.000047, -0.000020
0.091800, 0.000000, 0.000000, 0.000047, -0.000020
0.091800, 0.000000, 0.000000, 0.000047, -0.000020
0.091850, 0.000000, 0.000000, 0.000047, -0.000020
0.091850, 0.000000, 0.000000, 0.000047, -0.000020
0.091900, 0.000000, 0.000000, 0.000047, -0.000020
0.091900, 0.000000, 0.000000, 0.000047, -0.000020
0.091950, 0.000000, 0.000000, 0.000047, -0.000020
0.091950, 0.000000, 0.000000, 0.000047, -0.000020
0.092000, 0.000000, 0.000000, 0.000047, -0.000020
0.092000, 0.000000, 0.000000, 0.000047, -0.000020
0.092050, 0.000000, 0.000000, 0.000047, -0.000020
0.092050, 0.000000, 0.000000, 0.000047, -0.000020
0.092100, 0.000000, 0.000000, 0.000047, -0.000020
0.092100, 0.000000, 0.000000, 0.000047, -0.000019
0.092150, 0.000000, 0.000000, 0.000047, -0.000019
0.092150, 0.000000, 0.000000, 0.000047, -0.000019
0.092200, 0.000000, 0.000000, 0.000047, -0.000019
0.092200, 0.000000, 0.000000, 0.000047, -0.000019
0.092250, 0.000000, 0.000000, 0.000047, -0.000019
0.092250, 0.000000, 0.000000, 0.000047, -0.000019
0.092300, 0.000000, 0.000000, 0.000047, -0.000019
0.092300, 0.000000, 0.000000, 0.000047, -0.000019
0.092350, 0.000000, 0.000000, 0.000047, -0.000019
0.092350, 0.000000, 0.000000, 0.000047, -0.000019
0.092400, 0.000000, 0.000000, 0.000047, -0.000019
0.092400, 0.000000, 0.000000, 0.000047, -0.000019
0.092450, 0.000000, 0.000000, 0.000047, -0.000019
0.092450, 0.000000, 0.000000, 0.000047, -0.000019
0.092500, 0.000000, 0.000000, 0.000047, -0.000019
0.092500, 0.000000, 0.000000, 0.000047, -0.000019
0.092550, 0.000000, 0.000000, 0.000047, -0.000019
0.092550, 0.000000, 0.000000, 0.000047, -0.000019
0.092600, 0.000000, 0.000000, 0.000047, -0.000019
0.092600, 0.000000, 0.000000, 0.000047, -0.000019
0.092650, 0.000000, 0.000000, 0.000047, -0.000019
0.092650, 0.000000, 0.000000, 0.000047, -0.000019
0.092700, 0.000000, 0.000000, 0.000047, -0.000019
0.092700, 0.000000, 0.000000, 0.000047, -0.000019
0.092750, 0.000000, 0.000000, 0.000047, -0.000019
0.092750, 0.000000, 0.000000, 0.000047, -0.000019
0.092800, 0.000000, 0.000000, 0.000047, -0.000019
0.092800, 0.000000, 0.000000, 0.000047, -0.000019
0.092850, 0.000000, 0.000000, 0.000047, -0.000019
0.092850, 0.000000, 0.000000, 0.000047, -0.000019
0.092900, 0.000000, 0.000000, 0.000047, -0.000019
0.092900, 0.000000, 0.000000, 0.000047, -0.000019
0.092950, 0.000000, 0.000000, 0.000047, -0.000019
0.092950, 0.000000, 0.000000, 0.000047, -0.000019
0.093000, 0.000000, 0.000000, 0.000047, -0.000019
0.093000, 0.000000, 0.000000, 0.000047, -0.000019
0.093050, 0.000000, 0.000000, 0.000047, -0.000019
0.093050, 0.000000, 0.000000, 0.000047, -0.000019
